tick,spread,pb2_mid,nav,SMA_10,SMA_20,SMA_50,SMA_100
1700,124.5,30291.5,30167.0,122.9,120.125,127.47,132.585
1701,124.0,30292.0,30168.0,123.55,120.3,127.18,132.41
1702,123.0,30294.0,30171.0,124.0,120.425,126.87,132.255
1703,122.5,30292.5,30170.0,124.25,120.725,126.6,132.095
1704,122.5,30292.5,30170.0,124.35,121.075,126.34,131.955
1705,126.0,30294.0,30168.0,124.5,121.5,126.07,131.865
1706,131.5,30300.5,30169.0,125.3,122.2,126.01,131.815
1707,126.5,30292.5,30166.0,125.4,122.725,125.84,131.735
1708,125.5,30290.5,30165.0,125.2,123.275,125.62,131.65
1709,123.0,30287.0,30164.0,124.9,123.5,125.38,131.505
1710,119.5,30282.5,30163.0,124.4,123.65,125.13,131.33
1711,123.5,30285.5,30162.0,124.35,123.95,124.95,131.2
1712,123.0,30288.0,30165.0,124.35,124.175,124.73,131.045
1713,124.5,30287.5,30163.0,124.55,124.4,124.5,130.895
1714,121.5,30286.5,30165.0,124.45,124.4,124.22,130.705
1715,121.0,30285.0,30164.0,123.95,124.225,123.93,130.505
1716,117.0,30283.0,30166.0,122.5,123.9,123.55,130.23
1717,116.5,30278.5,30162.0,121.5,123.45,123.21,129.975
1718,118.0,30279.0,30161.0,120.75,122.975,122.91,129.735
1719,118.0,30279.0,30161.0,120.25,122.575,122.61,129.52
1720,115.0,30275.0,30160.0,119.8,122.1,122.28,129.26
1721,116.0,30278.0,30162.0,119.05,121.7,121.99,129.005
1722,113.5,30274.5,30161.0,118.1,121.225,121.71,128.705
1723,114.5,30276.5,30162.0,117.1,120.825,121.37,128.425
1724,114.5,30277.5,30163.0,116.4,120.425,121.11,128.13
1725,115.5,30278.5,30163.0,115.85,119.9,120.9,127.825
1726,115.5,30277.5,30162.0,115.7,119.1,120.62,127.52
1727,117.5,30279.5,30162.0,115.8,118.65,120.45,127.25
1728,113.5,30275.5,30162.0,115.35,118.05,120.2,126.925
1729,113.5,30275.5,30162.0,114.9,117.575,119.99,126.615
1730,111.5,30272.5,30161.0,114.55,117.175,119.8,126.3
1731,110.0,30272.0,30162.0,113.95,116.5,119.59,125.98
1732,113.0,30271.0,30158.0,113.9,116.0,119.44,125.745
1733,112.5,30270.5,30158.0,113.7,115.4,119.36,125.49
1734,112.0,30269.0,30157.0,113.45,114.925,119.29,125.295
1735,109.5,30265.5,30156.0,112.85,114.35,119.13,125.035
1736,108.5,30264.5,30156.0,112.15,113.925,118.95,124.79
1737,108.0,30262.0,30154.0,111.2,113.5,118.79,124.575
1738,109.0,30260.0,30151.0,110.75,113.05,118.68,124.335
1739,106.5,30259.5,30153.0,110.05,112.475,118.44,124.07
1740,106.0,30259.0,30153.0,109.5,112.025,118.23,123.825
1741,106.0,30260.0,30154.0,109.1,111.525,118.0,123.555
1742,105.0,30260.0,30155.0,108.3,111.1,117.73,123.285
1743,107.5,30267.5,30160.0,107.8,110.75,117.48,123.03
1744,103.0,30265.0,30162.0,106.9,110.175,117.11,122.75
1745,102.0,30263.0,30161.0,106.15,109.5,116.66,122.46
1746,100.0,30263.0,30163.0,105.3,108.725,116.19,122.16
1747,102.5,30263.5,30161.0,104.75,107.975,115.73,121.875
1748,103.5,30264.5,30161.0,104.2,107.475,115.25,121.575
1749,103.5,30262.5,30159.0,103.9,106.975,114.8,121.27
1750,102.0,30264.0,30162.0,103.5,106.5,114.35,120.91
1751,102.5,30264.5,30162.0,103.15,106.125,113.92,120.55
1752,105.5,30266.5,30161.0,103.2,105.75,113.57,120.22
1753,102.0,30264.0,30162.0,102.65,105.225,113.16,119.88
1754,101.5,30263.5,30162.0,102.5,104.7,112.74,119.54
1755,104.5,30268.5,30164.0,102.75,104.45,112.31,119.19
1756,100.0,30265.0,30165.0,102.75,104.025,111.68,118.845
1757,101.0,30265.0,30164.0,102.6,103.675,111.17,118.505
1758,103.0,30268.0,30165.0,102.55,103.375,110.72,118.17
1759,102.0,30270.0,30168.0,102.4,103.15,110.3,117.84
1760,100.0,30268.0,30168.0,102.2,102.85,109.91,117.52
1761,100.5,30267.5,30167.0,102.0,102.575,109.45,117.2
1762,100.5,30266.5,30166.0,101.5,102.35,109.0,116.865
1763,97.0,30264.0,30167.0,101.0,101.825,108.45,116.475
1764,94.5,30260.5,30166.0,100.3,101.4,107.91,116.065
1765,97.0,30262.0,30165.0,99.55,101.15,107.43,115.68
1766,95.0,30260.0,30165.0,99.05,100.9,106.99,115.27
1767,96.0,30260.0,30164.0,98.55,100.575,106.58,114.895
1768,93.5,30260.5,30167.0,97.6,100.075,106.09,114.5
1769,92.5,30259.5,30167.0,96.65,99.525,105.58,114.095
1770,90.0,30259.0,30169.0,95.65,98.925,105.08,113.68
1771,87.0,30256.0,30169.0,94.3,98.15,104.5,113.245
1772,87.0,30253.0,30166.0,92.95,97.225,103.97,112.84
1773,87.5,30253.5,30166.0,92.0,96.5,103.43,112.4
1774,87.5,30253.5,30166.0,91.3,95.8,102.89,112.0
1775,89.0,30251.0,30162.0,90.5,95.025,102.36,111.63
1776,82.0,30248.0,30166.0,89.2,94.125,101.69,111.155
1777,78.5,30245.5,30167.0,87.45,93.0,100.91,110.68
1778,82.0,30246.0,30164.0,86.3,91.95,100.28,110.24
1779,78.5,30245.5,30167.0,84.9,90.775,99.58,109.785
1780,76.5,30244.5,30168.0,83.55,89.6,98.88,109.34
1781,76.5,30245.5,30169.0,82.5,88.4,98.21,108.9
1782,74.0,30245.0,30171.0,81.2,87.075,97.43,108.435
1783,75.0,30247.0,30172.0,79.95,85.975,96.68,108.02
1784,72.0,30241.0,30169.0,78.4,84.85,95.88,107.585
1785,77.0,30244.0,30167.0,77.2,83.85,95.23,107.18
1786,77.0,30246.0,30169.0,76.7,82.95,94.6,106.775
1787,77.5,30246.5,30169.0,76.6,82.025,93.99,106.39
1788,79.0,30247.0,30168.0,76.3,81.3,93.39,106.035
1789,82.0,30250.0,30168.0,76.65,80.775,92.9,105.67
1790,81.5,30247.5,30166.0,77.15,80.35,92.41,105.32
1791,82.0,30251.0,30169.0,77.7,80.1,91.93,104.965
1792,83.5,30252.5,30169.0,78.65,79.925,91.5,104.615
1793,86.0,30257.0,30171.0,79.75,79.85,91.07,104.275
1794,85.5,30253.5,30168.0,81.1,79.75,90.72,103.915
1795,85.0,30254.0,30169.0,81.9,79.55,90.38,103.52
1796,87.0,30257.0,30170.0,82.9,79.8,90.12,103.155
1797,87.0,30257.0,30170.0,83.85,80.225,89.81,102.77
1798,88.5,30259.5,30171.0,84.8,80.55,89.51,102.38
1799,92.0,30263.0,30171.0,85.8,81.225,89.28,102.04
1800,88.5,30258.5,30170.0,86.5,81.825,89.01,101.68
1801,88.5,30256.5,30168.0,87.15,82.425,88.73,101.325
1802,92.0,30258.0,30166.0,88.0,83.325,88.46,101.015
1803,89.0,30255.0,30166.0,88.3,84.025,88.2,100.68
1804,87.0,30253.0,30166.0,88.45,84.775,87.91,100.325
1805,88.0,30253.0,30165.0,88.75,85.325,87.58,99.945
1806,90.5,30255.5,30165.0,89.1,86.0,87.39,99.535
1807,91.0,30256.0,30165.0,89.5,86.675,87.19,99.18
1808,87.5,30250.5,30163.0,89.4,87.1,86.88,98.8
1809,90.5,30250.5,30160.0,89.25,87.525,86.65,98.475
1810,87.5,30251.5,30164.0,89.15,87.825,86.4,98.155
1811,90.0,30255.0,30165.0,89.3,88.225,86.19,97.82
1812,90.0,30254.0,30164.0,89.1,88.55,85.98,97.49
1813,90.5,30253.5,30163.0,89.25,88.775,85.85,97.15
1814,88.5,30248.5,30160.0,89.4,88.925,85.73,96.82
1815,90.0,30248.0,30158.0,89.6,89.175,85.59,96.51
1816,87.0,30245.0,30158.0,89.25,89.175,85.43,96.21
1817,85.0,30245.0,30160.0,88.65,89.075,85.21,95.895
1818,84.5,30247.5,30163.0,88.35,88.875,85.03,95.56
1819,85.0,30249.0,30164.0,87.8,88.525,84.88,95.23
1820,88.5,30247.5,30159.0,87.9,88.525,84.85,94.965
1821,88.5,30248.5,30160.0,87.75,88.525,84.88,94.69
1822,86.5,30245.5,30159.0,87.4,88.25,84.87,94.42
1823,84.5,30244.5,30160.0,86.8,88.025,84.81,94.12
1824,86.0,30248.0,30162.0,86.55,87.975,84.78,93.835
1825,87.0,30245.0,30158.0,86.25,87.925,84.74,93.55
1826,86.0,30244.0,30158.0,86.15,87.7,84.82,93.255
1827,86.0,30244.0,30158.0,86.25,87.45,84.97,92.94
1828,87.0,30247.0,30160.0,86.5,87.425,85.07,92.675
1829,86.0,30246.0,30160.0,86.6,87.2,85.22,92.4
1830,85.5,30246.5,30161.0,86.3,87.1,85.4,92.14
1831,84.0,30244.0,30160.0,85.85,86.8,85.55,91.88
1832,82.5,30241.5,30159.0,85.45,86.425,85.72,91.575
1833,84.5,30242.5,30158.0,85.45,86.125,85.91,91.295
1834,87.0,30245.0,30158.0,85.55,86.05,86.21,91.045
1835,85.0,30244.0,30159.0,85.35,85.8,86.37,90.8
1836,89.5,30248.5,30159.0,85.7,85.925,86.62,90.61
1837,92.5,30252.5,30160.0,86.35,86.3,86.92,90.455
1838,91.5,30252.5,30161.0,86.8,86.65,87.17,90.28
1839,88.5,30250.5,30162.0,87.05,86.825,87.3,90.1
1840,90.0,30250.0,30160.0,87.5,86.9,87.47,89.94
1841,87.0,30245.0,30158.0,87.8,86.825,87.57,89.75
1842,90.5,30248.5,30158.0,88.6,87.025,87.71,89.605
1843,89.5,30247.5,30158.0,89.1,87.275,87.78,89.425
1844,89.0,30247.0,30158.0,89.3,87.425,87.85,89.285
1845,86.0,30245.0,30159.0,89.4,87.375,87.87,89.125
1846,84.0,30244.0,30160.0,88.85,87.275,87.81,88.965
1847,85.5,30245.5,30160.0,88.15,87.25,87.78,88.795
1848,86.0,30242.0,30156.0,87.6,87.2,87.73,88.62
1849,85.5,30245.5,30160.0,87.3,87.175,87.6,88.44
1850,84.0,30243.0,30159.0,86.7,87.1,87.51,88.26
1851,82.0,30241.0,30159.0,86.2,87.0,87.38,88.055
1852,83.5,30242.5,30159.0,85.5,87.05,87.21,87.835
1853,82.0,30243.0,30161.0,84.75,86.925,87.07,87.635
1854,83.5,30243.5,30160.0,84.2,86.75,87.0,87.455
1855,82.5,30241.5,30159.0,83.85,86.625,86.89,87.235
1856,81.0,30241.0,30160.0,83.55,86.2,86.7,87.045
1857,81.0,30239.0,30158.0,83.1,85.625,86.5,86.845
1858,83.5,30243.5,30160.0,82.85,85.225,86.42,86.65
1859,80.0,30239.0,30159.0,82.3,84.8,86.21,86.43
1860,79.0,30239.0,30160.0,81.8,84.25,86.04,86.22
1861,80.5,30240.5,30160.0,81.65,83.925,85.85,86.02
1862,82.5,30240.5,30158.0,81.55,83.525,85.7,85.84
1863,80.5,30238.5,30158.0,81.4,83.075,85.5,85.675
1864,83.0,30243.0,30160.0,81.35,82.775,85.39,85.56
1865,86.0,30246.0,30160.0,81.7,82.775,85.31,85.45
1866,84.0,30242.0,30158.0,82.0,82.775,85.25,85.34
1867,87.0,30245.0,30158.0,82.6,82.85,85.29,85.25
1868,90.5,30248.5,30158.0,83.3,83.075,85.41,85.22
1869,92.0,30251.0,30159.0,84.5,83.4,85.55,85.215
1870,91.5,30250.5,30159.0,85.75,83.775,85.61,85.23
1871,91.5,30251.5,30160.0,86.85,84.25,85.67,85.275
1872,92.0,30250.0,30158.0,87.8,84.675,85.78,85.325
1873,92.0,30249.0,30157.0,88.95,85.175,85.93,85.37
1874,95.5,30250.5,30155.0,90.2,85.775,86.12,85.45
1875,91.5,30249.5,30158.0,90.75,86.225,86.21,85.475
1876,99.0,30251.0,30152.0,92.25,87.125,86.47,85.645
1877,98.5,30249.5,30151.0,93.4,88.0,86.72,85.845
1878,100.0,30253.0,30153.0,94.35,88.825,86.98,86.025
1879,99.5,30253.5,30154.0,95.1,89.8,87.25,86.235
1880,94.5,30250.5,30156.0,95.4,90.575,87.43,86.415
1881,95.0,30249.0,30154.0,95.75,91.3,87.65,86.6
1882,95.5,30247.5,30152.0,96.1,91.95,87.91,86.815
1883,91.0,30243.0,30152.0,96.0,92.475,88.04,86.975
1884,88.0,30240.0,30152.0,95.25,92.725,88.06,87.135
1885,89.5,30243.5,30154.0,95.05,92.9,88.15,87.26
1886,86.5,30240.5,30154.0,93.8,93.025,88.09,87.355
1887,88.5,30237.5,30149.0,92.8,93.1,88.01,87.465
1888,90.5,30239.5,30149.0,91.85,93.1,87.99,87.58
1889,92.5,30239.5,30147.0,91.15,93.125,88.07,87.685
1890,94.0,30242.0,30148.0,91.1,93.25,88.15,87.81
1891,94.0,30239.0,30145.0,91.0,93.375,88.29,87.93
1892,97.0,30239.0,30142.0,91.15,93.625,88.42,88.065
1893,98.5,30240.5,30142.0,91.9,93.95,88.6,88.19
1894,97.5,30238.5,30141.0,92.85,94.05,88.77,88.31
1895,93.5,30233.5,30140.0,93.25,94.15,88.92,88.395
1896,97.5,30237.5,30140.0,94.35,94.075,89.19,88.5
1897,95.5,30233.5,30138.0,95.05,93.925,89.39,88.585
1898,96.5,30236.5,30140.0,95.65,93.75,89.6,88.665
1899,92.5,30234.5,30142.0,95.65,93.4,89.74,88.67
1900,94.5,30236.5,30142.0,95.7,93.4,89.95,88.73
1901,94.5,30236.5,30142.0,95.75,93.375,90.2,88.79
1902,91.5,30232.5,30141.0,95.2,93.175,90.36,88.785
1903,93.5,30236.5,30143.0,94.7,93.3,90.59,88.83
1904,89.5,30234.5,30145.0,93.9,93.375,90.71,88.855
1905,89.0,30233.0,30144.0,93.45,93.35,90.84,88.865
1906,90.5,30232.5,30142.0,92.75,93.55,91.03,88.865
1907,89.0,30233.0,30144.0,92.1,93.575,91.19,88.845
1908,91.5,30233.5,30142.0,91.6,93.625,91.35,88.885
1909,89.0,30236.0,30147.0,91.25,93.45,91.53,88.87
1910,88.0,30235.0,30147.0,90.6,93.15,91.71,88.875
1911,89.5,30236.5,30147.0,90.1,92.925,91.89,88.87
1912,90.5,30235.5,30145.0,90.0,92.6,92.05,88.875
1913,90.0,30235.0,30145.0,89.65,92.175,92.24,88.87
1914,91.5,30239.5,30148.0,89.85,91.875,92.41,88.9
1915,94.0,30242.0,30148.0,90.35,91.9,92.57,88.94
1916,94.5,30240.5,30146.0,90.75,91.75,92.78,89.015
1917,92.5,30238.5,30146.0,91.1,91.6,92.89,89.09
1918,91.5,30237.5,30146.0,91.1,91.35,92.91,89.16
1919,89.5,30236.5,30147.0,91.15,91.2,92.86,89.205
1920,89.0,30231.0,30142.0,91.25,90.925,92.81,89.21
1921,92.0,30236.0,30144.0,91.5,90.8,92.82,89.245
1922,87.0,30235.0,30148.0,91.15,90.575,92.72,89.25
1923,89.0,30233.0,30144.0,91.05,90.35,92.66,89.295
1924,92.5,30234.5,30142.0,91.15,90.5,92.6,89.36
1925,92.5,30234.5,30142.0,91.0,90.675,92.62,89.415
1926,90.5,30236.5,30146.0,90.6,90.675,92.45,89.46
1927,92.0,30236.0,30144.0,90.55,90.825,92.32,89.52
1928,91.5,30236.5,30145.0,90.55,90.825,92.15,89.565
1929,90.5,30235.5,30145.0,90.65,90.9,91.97,89.61
1930,91.0,30235.0,30144.0,90.85,91.05,91.9,89.665
1931,91.5,30233.5,30142.0,90.8,91.15,91.83,89.74
1932,95.0,30235.0,30140.0,91.6,91.375,91.82,89.865
1933,93.5,30237.5,30144.0,92.05,91.55,91.87,89.955
1934,95.5,30235.5,30140.0,92.35,91.75,92.02,90.04
1935,94.0,30234.0,30140.0,92.5,91.75,92.11,90.13
1936,96.5,30236.5,30140.0,93.1,91.85,92.31,90.2
1937,98.5,30238.5,30140.0,93.75,92.15,92.51,90.26
1938,93.0,30233.0,30140.0,93.9,92.225,92.56,90.275
1939,92.5,30228.5,30136.0,94.1,92.375,92.56,90.315
1940,90.0,30228.0,30138.0,94.0,92.425,92.48,90.315
1941,90.5,30228.5,30138.0,93.9,92.35,92.41,90.35
1942,87.5,30225.5,30138.0,93.15,92.375,92.22,90.32
1943,86.5,30222.5,30136.0,92.45,92.25,91.98,90.29
1944,84.5,30219.5,30135.0,91.35,91.85,91.72,90.245
1945,82.0,30217.0,30135.0,90.15,91.325,91.49,90.205
1946,81.5,30216.5,30135.0,88.65,90.875,91.17,90.18
1947,83.5,30213.5,30130.0,87.15,90.45,90.93,90.16
1948,84.0,30213.0,30129.0,86.25,90.075,90.68,90.14
1949,84.5,30214.5,30130.0,85.45,89.775,90.52,90.13
1950,84.5,30214.5,30130.0,84.9,89.45,90.32,90.135
1951,84.0,30214.0,30130.0,84.25,89.075,90.11,90.155
1952,83.5,30213.5,30130.0,83.85,88.5,89.95,90.155
1953,84.0,30210.0,30126.0,83.6,88.025,89.76,90.175
1954,82.5,30211.5,30129.0,83.4,87.375,89.62,90.165
1955,81.5,30212.5,30131.0,83.35,86.75,89.47,90.155
1956,79.5,30209.5,30130.0,83.15,85.9,89.25,90.14
1957,78.5,30208.5,30130.0,82.65,84.9,89.04,90.115
1958,81.5,30211.5,30130.0,82.4,84.325,88.84,90.095
1959,84.0,30213.0,30129.0,82.35,83.9,88.74,90.135
1960,84.0,30214.0,30130.0,82.3,83.6,88.66,90.185
1961,83.0,30211.0,30128.0,82.2,83.225,88.53,90.21
1962,86.5,30214.5,30128.0,82.5,83.175,88.45,90.25
1963,84.0,30215.0,30131.0,82.5,83.05,88.33,90.285
1964,84.0,30216.0,30132.0,82.65,83.025,88.18,90.295
1965,82.5,30216.5,30134.0,82.75,83.05,87.95,90.26
1966,83.0,30217.0,30134.0,83.1,83.125,87.72,90.25
1967,83.5,30217.5,30134.0,83.6,83.125,87.54,90.215
1968,85.5,30219.5,30134.0,84.0,83.2,87.42,90.165
1969,87.0,30221.0,30134.0,84.3,83.325,87.37,90.115
1970,84.0,30224.0,30140.0,84.3,83.3,87.27,90.04
1971,84.5,30220.5,30136.0,84.45,83.325,87.12,89.97
1972,86.0,30221.0,30135.0,84.4,83.45,87.1,89.91
1973,86.0,30225.0,30139.0,84.6,83.55,87.04,89.85
1974,83.5,30221.5,30138.0,84.55,83.6,86.86,89.73
1975,86.0,30221.0,30135.0,84.9,83.825,86.73,89.675
1976,81.5,30216.5,30135.0,84.75,83.925,86.55,89.5
1977,83.0,30215.0,30132.0,84.7,84.15,86.37,89.345
1978,81.0,30213.0,30132.0,84.25,84.125,86.16,89.155
1979,80.0,30211.0,30131.0,83.55,83.925,85.95,88.96
1980,78.0,30210.0,30132.0,82.95,83.625,85.69,88.795
1981,77.5,30211.5,30134.0,82.25,83.35,85.41,88.62
1982,79.0,30214.0,30135.0,81.55,82.975,85.09,88.455
1983,81.5,30219.5,30138.0,81.1,82.85,84.85,88.36
1984,79.5,30216.5,30137.0,80.7,82.625,84.53,88.275
1985,76.5,30214.5,30138.0,79.75,82.325,84.18,88.145
1986,75.0,30217.0,30142.0,79.1,81.925,83.75,88.03
1987,78.0,30220.0,30142.0,78.6,81.65,83.34,87.925
1988,76.0,30216.0,30140.0,78.1,81.175,83.0,87.78
1989,75.5,30216.5,30141.0,77.65,80.6,82.66,87.61
1990,74.5,30217.5,30143.0,77.3,80.125,82.35,87.415
1991,77.0,30222.0,30145.0,77.25,79.75,82.08,87.245
1992,79.5,30223.5,30144.0,77.3,79.425,81.92,87.07
1993,77.5,30221.5,30144.0,76.9,79.0,81.74,86.86
1994,77.5,30217.5,30140.0,76.7,78.7,81.6,86.66
1995,75.5,30217.5,30142.0,76.6,78.175,81.47,86.48
1996,75.5,30218.5,30143.0,76.65,77.875,81.35,86.26
1997,73.5,30215.5,30142.0,76.2,77.4,81.15,86.04
1998,70.5,30211.5,30141.0,75.65,76.875,80.88,85.78
1999,71.0,30211.0,30140.0,75.2,76.425,80.61,85.565
2000,71.0,30209.0,30138.0,74.85,76.075,80.34,85.33
2001,68.5,30206.5,30138.0,74.0,75.625,80.03,85.07
2002,67.0,30201.0,30134.0,72.75,75.025,79.7,84.825
2003,69.5,30204.5,30135.0,71.95,74.425,79.41,84.585
2004,67.0,30203.0,30136.0,70.9,73.8,79.1,84.36
2005,68.0,30201.0,30133.0,70.15,73.375,78.83,84.15
2006,64.5,30195.5,30131.0,69.05,72.85,78.53,83.89
2007,65.5,30193.5,30128.0,68.25,72.225,78.27,83.655
2008,65.0,30193.0,30128.0,67.7,71.675,77.94,83.39
2009,63.0,30189.0,30126.0,66.9,71.05,77.52,83.13
2010,62.0,30183.0,30121.0,66.0,70.425,77.08,82.87
2011,61.0,30188.0,30127.0,65.25,69.625,76.64,82.585
2012,62.5,30188.5,30126.0,64.8,68.775,76.16,82.305
2013,64.0,30188.0,30124.0,64.25,68.1,75.76,82.045
2014,66.0,30190.0,30124.0,64.15,67.525,75.4,81.79
2015,64.0,30189.0,30125.0,63.75,66.95,75.03,81.49
2016,61.5,30185.5,30124.0,63.45,66.25,74.6,81.16
2017,60.5,30184.5,30124.0,62.95,65.6,74.14,80.84
2018,62.0,30181.0,30119.0,62.65,65.175,73.67,80.545
2019,61.5,30182.5,30121.0,62.5,64.7,73.16,80.265
2020,58.5,30182.5,30124.0,62.15,64.075,72.65,79.96
2021,62.0,30183.0,30121.0,62.25,63.75,72.2,79.66
2022,60.5,30181.5,30121.0,62.05,63.425,71.69,79.395
2023,62.5,30181.5,30119.0,61.9,63.075,71.22,79.13
2024,66.0,30184.0,30118.0,61.9,63.025,70.87,78.865
2025,67.5,30187.5,30120.0,62.25,63.0,70.5,78.615
2026,67.0,30184.0,30117.0,62.8,63.125,70.21,78.38
2027,66.5,30184.5,30118.0,63.4,63.175,69.88,78.125
2028,68.0,30190.0,30122.0,64.0,63.325,69.62,77.89
2029,68.5,30189.5,30121.0,64.7,63.6,69.39,77.67
2030,68.0,30193.0,30125.0,65.65,63.9,69.19,77.44
2031,69.0,30197.0,30128.0,66.35,64.3,69.02,77.215
2032,70.0,30198.0,30128.0,67.3,64.675,68.84,76.965
2033,72.5,30203.5,30131.0,68.3,65.1,68.66,76.755
2034,73.5,30206.5,30133.0,69.05,65.475,68.54,76.535
2035,74.0,30206.0,30132.0,69.7,65.975,68.49,76.335
2036,77.5,30205.5,30128.0,70.75,66.775,68.54,76.145
2037,76.5,30206.5,30130.0,71.75,67.575,68.51,75.925
2038,81.0,30212.0,30131.0,73.05,68.525,68.61,75.805
2039,74.0,30206.0,30132.0,73.6,69.15,68.58,75.62
2040,72.0,30206.0,30134.0,74.0,69.825,68.53,75.44
2041,71.5,30204.5,30133.0,74.25,70.3,68.42,75.25
2042,72.5,30206.5,30134.0,74.5,70.9,68.28,75.1
2043,75.0,30207.0,30132.0,74.75,71.525,68.23,74.985
2044,75.0,30205.0,30130.0,74.9,71.975,68.18,74.89
2045,78.0,30208.0,30130.0,75.3,72.5,68.23,74.85
2046,80.0,30210.0,30130.0,75.55,73.15,68.32,74.835
2047,78.0,30211.0,30133.0,75.7,73.725,68.41,74.78
2048,80.5,30212.5,30132.0,75.65,74.35,68.61,74.745
2049,82.5,30211.5,30129.0,76.5,75.05,68.84,74.725
2050,81.5,30209.5,30128.0,77.45,75.725,69.05,74.695
2051,79.0,30207.0,30128.0,78.2,76.225,69.26,74.645
2052,80.5,30209.5,30129.0,79.0,76.75,69.53,74.615
2053,82.0,30209.0,30127.0,79.7,77.225,69.78,74.595
2054,78.0,30208.0,30130.0,80.0,77.45,70.0,74.55
2055,74.5,30208.5,30134.0,79.65,77.475,70.13,74.48
2056,77.5,30211.5,30134.0,79.4,77.475,70.39,74.46
2057,76.5,30211.5,30135.0,79.25,77.475,70.61,74.44
2058,77.0,30210.0,30133.0,78.9,77.275,70.85,74.395
2059,76.5,30211.5,30135.0,78.3,77.4,71.12,74.32
2060,79.0,30215.0,30136.0,78.05,77.75,71.46,74.27
2061,81.0,30218.0,30137.0,78.25,78.225,71.86,74.25
2062,77.5,30213.5,30136.0,77.95,78.475,72.16,74.16
2063,83.0,30219.0,30136.0,78.05,78.875,72.54,74.15
2064,81.5,30216.5,30135.0,78.4,79.2,72.85,74.125
2065,82.0,30218.0,30136.0,79.15,79.4,73.21,74.12
2066,78.5,30214.5,30136.0,79.25,79.325,73.55,74.075
2067,79.0,30214.0,30135.0,79.5,79.375,73.92,74.03
2068,78.5,30214.5,30136.0,79.65,79.275,74.25,73.96
2069,76.5,30212.5,30136.0,79.65,78.975,74.55,73.855
2070,79.0,30215.0,30136.0,79.65,78.85,74.96,73.805
2071,80.0,30211.0,30131.0,79.55,78.9,75.32,73.76
2072,79.5,30211.5,30132.0,79.75,78.85,75.7,73.695
2073,77.0,30209.0,30132.0,79.15,78.6,75.99,73.605
2074,80.5,30212.5,30132.0,79.05,78.725,76.28,73.575
2075,80.5,30213.5,30133.0,78.9,79.025,76.54,73.52
2076,79.0,30213.0,30134.0,78.95,79.1,76.78,73.495
2077,83.0,30216.0,30133.0,79.35,79.425,77.11,73.495
2078,78.5,30213.5,30135.0,79.35,79.5,77.32,73.47
2079,76.0,30209.0,30133.0,79.3,79.475,77.47,73.43
2080,70.5,30203.5,30133.0,78.45,79.05,77.52,73.355
2081,72.5,30209.5,30137.0,77.7,78.625,77.59,73.305
2082,76.5,30211.5,30135.0,77.4,78.575,77.72,73.28
2083,77.5,30211.5,30134.0,77.45,78.3,77.82,73.24
2084,77.0,30210.0,30133.0,77.1,78.075,77.89,73.215
2085,76.5,30209.5,30133.0,76.7,77.8,77.94,73.215
2086,78.0,30211.0,30133.0,76.6,77.775,77.95,73.245
2087,79.0,30213.0,30134.0,76.2,77.775,78.0,73.255
2088,77.5,30209.5,30132.0,76.1,77.725,77.93,73.27
2089,82.0,30214.0,30132.0,76.7,78.0,78.09,73.335
2090,82.0,30215.0,30133.0,77.85,78.15,78.29,73.41
2091,85.5,30219.5,30134.0,79.15,78.425,78.57,73.495
2092,86.0,30220.0,30134.0,80.1,78.75,78.84,73.56
2093,85.0,30223.0,30138.0,80.85,79.15,79.04,73.635
2094,84.5,30219.5,30135.0,81.6,79.35,79.23,73.705
2095,82.0,30218.0,30136.0,82.15,79.425,79.31,73.77
2096,81.0,30217.0,30136.0,82.45,79.525,79.33,73.825
2097,82.5,30218.5,30136.0,82.8,79.5,79.42,73.915
2098,83.0,30220.0,30137.0,83.35,79.725,79.47,74.04
2099,79.5,30214.5,30135.0,83.1,79.9,79.41,74.125
2100,77.5,30213.5,30136.0,82.65,80.25,79.33,74.19
2101,75.0,30211.0,30136.0,81.6,80.375,79.25,74.255
2102,76.5,30212.5,30136.0,80.65,80.375,79.17,74.35
2103,77.5,30213.5,30136.0,79.9,80.375,79.08,74.43
2104,76.5,30214.5,30138.0,79.1,80.35,79.05,74.525
2105,74.5,30212.5,30138.0,78.35,80.25,79.05,74.59
2106,75.5,30218.5,30143.0,77.8,80.125,79.01,74.7
2107,79.0,30221.0,30142.0,77.45,80.125,79.06,74.835
2108,82.5,30224.5,30142.0,77.4,80.375,79.17,75.01
2109,82.5,30224.5,30142.0,77.7,80.4,79.29,75.205
2110,85.5,30227.5,30142.0,78.5,80.575,79.42,75.44
2111,85.5,30227.5,30142.0,79.55,80.575,79.51,75.685
2112,86.0,30229.0,30143.0,80.5,80.575,79.68,75.92
2113,85.0,30228.0,30143.0,81.25,80.575,79.72,76.13
2114,88.5,30230.5,30142.0,82.45,80.775,79.86,76.355
2115,91.5,30235.5,30144.0,84.15,81.25,80.05,76.63
2116,85.0,30229.0,30144.0,85.1,81.45,80.18,76.865
2117,88.0,30232.0,30144.0,86.0,81.725,80.36,77.14
2118,85.5,30229.5,30144.0,86.3,81.85,80.5,77.375
2119,86.0,30228.0,30142.0,86.65,82.175,80.69,77.62
2120,91.5,30233.5,30142.0,87.25,82.875,80.94,77.95
2121,94.0,30236.0,30142.0,88.1,83.825,81.22,78.27
2122,94.0,30234.0,30140.0,88.9,84.7,81.51,78.605
